TotalPurchase,CustomerAge,CustomerBday,FirstOrderMonths,FirstOrderDate,MaritalStatus,YearlyIncome,Gender,TotalChildren,Education,Occupation,HomeOwnerFlag,NumberCarsOwned
19.5000,45,1977-01-09,99,2018-12-17,M,0-25000,F,1,Graduate Degree,Manual,1,0
505.0000,45,1976-08-26,99,2018-12-17,S,25001-50000,F,3,Graduate Degree,Clerical,1,0
1066.5000,53,1969-02-17,99,2018-12-17,M,50001-75000,F,2,Partial High School,Skilled Manual,1,2
50.0000,30,1991-08-25,99,2018-12-17,S,25001-50000,F,0,High School,Skilled Manual,1,2
25.0000,68,1953-05-02,99,2018-12-17,M,50001-75000,F,3,Graduate Degree,Management,1,2
20.0000,64,1957-08-05,99,2018-12-17,M,25001-50000,M,4,"Bachelors ",Management,1,2
564.9900,54,1968-01-28,99,2018-12-17,M,greater than 100000,M,4,Partial College,Professional,0,2
30.0000,57,1964-07-23,99,2018-12-17,M,75001-100000,F,5,High School,Management,0,3
21.0100,55,1966-05-06,99,2018-12-17,M,greater than 100000,M,5,Partial College,Professional,1,4
23.1900,31,1990-09-26,99,2018-12-17,S,25001-50000,M,0,Partial College,Clerical,0,1
53.9900,37,1985-03-22,99,2018-12-17,M,0-25000,F,1,High School,Manual,1,2
21.9800,53,1969-02-08,99,2018-12-17,M,25001-50000,F,3,Partial High School,Clerical,0,2
41.5200,46,1975-11-11,99,2018-12-17,M,50001-75000,F,5,Partial College,Skilled Manual,0,3
30.9900,60,1961-07-08,99,2018-12-17,M,25001-50000,F,2,Partial College,Clerical,1,2
26.0300,31,1991-02-12,99,2018-12-17,S,0-25000,F,0,High School,Manual,0,1
35.0000,55,1966-09-09,99,2018-12-17,S,0-25000,M,2,Partial High School,Clerical,1,2
45.0000,51,1971-03-15,99,2018-12-17,M,25001-50000,M,1,Partial College,Clerical,1,1
7.6900,30,1991-11-18,99,2018-12-17,S,25001-50000,F,0,Partial College,Clerical,0,1
1.7000,51,1971-02-21,99,2018-12-17,S,0-25000,M,2,Partial College,Manual,0,0
25.0000,53,1969-01-16,99,2018-12-17,M,50001-75000,M,2,Partial High School,Skilled Manual,0,2
127.7300,54,1968-01-16,99,2018-12-17,M,50001-75000,M,3,High School,Professional,0,2
41.6900,30,1992-02-05,99,2018-12-17,M,25001-50000,M,0,High School,Skilled Manual,1,2
8.9900,44,1977-10-04,99,2018-12-17,M,25001-50000,M,4,Graduate Degree,Clerical,1,0
69.9900,42,1980-02-14,99,2018-12-17,M,75001-100000,F,3,"Bachelors ",Skilled Manual,1,1
34.3000,58,1963-04-19,99,2018-12-17,M,50001-75000,M,2,Partial College,Professional,1,1
1700.9900,65,1957-03-12,99,2018-12-17,S,25001-50000,F,4,"Bachelors ",Management,0,2
50.0000,29,1992-09-20,99,2018-12-17,S,25001-50000,F,0,High School,Skilled Manual,0,2
2.7000,30,1991-07-13,99,2018-12-17,S,0-25000,M,0,High School,Manual,0,1
1694.9800,57,1964-08-20,99,2018-12-17,M,50001-75000,M,2,"Bachelors ",Management,1,0
37.8100,33,1988-11-25,99,2018-12-17,S,50001-75000,F,0,Partial College,Professional,1,2
59.6800,69,1952-06-26,99,2018-12-17,M,75001-100000,F,4,Graduate Degree,Management,1,2
30.9300,42,1979-08-24,99,2018-12-17,S,75001-100000,F,5,Partial College,Professional,1,1
53.9900,29,1992-12-07,99,2018-12-17,S,25001-50000,F,0,Partial High School,Clerical,0,2
2388.0700,39,1983-01-10,99,2018-12-17,S,75001-100000,F,2,"Bachelors ",Management,1,2
21.4900,41,1980-10-22,99,2018-12-17,M,50001-75000,F,3,"Bachelors ",Professional,1,1
84.9900,47,1975-01-22,99,2018-12-17,M,25001-50000,F,4,High School,Skilled Manual,1,2
1085.5000,39,1982-08-19,99,2018-12-16,S,50001-75000,F,0,Graduate Degree,Professional,0,1
49.6700,28,1993-08-11,99,2018-12-16,S,25001-50000,F,0,High School,Manual,1,1
4.9900,44,1978-01-18,99,2018-12-16,M,75001-100000,M,0,Partial College,Professional,1,2
5.0100,61,1960-06-04,99,2018-12-16,S,0-25000,F,5,Partial High School,Clerical,1,3
23.1900,54,1967-10-15,99,2018-12-16,M,25001-50000,F,3,Partial College,Professional,1,2
1.6000,39,1983-03-18,99,2018-12-16,S,75001-100000,F,4,Partial College,Skilled Manual,0,3
1085.5000,35,1986-11-06,99,2018-12-16,M,50001-75000,M,1,Graduate Degree,Skilled Manual,1,0
21.9800,52,1969-07-26,99,2018-12-16,M,25001-50000,M,1,High School,Clerical,1,1
1179.8600,37,1984-06-21,99,2018-12-16,M,50001-75000,F,1,Graduate Degree,Professional,1,0
40.4800,30,1991-07-11,99,2018-12-16,M,50001-75000,F,0,Partial College,Professional,0,2
733.3600,37,1985-02-03,99,2018-12-16,M,25001-50000,F,0,"Bachelors ",Clerical,1,0
1723.6900,31,1991-02-26,99,2018-12-16,M,50001-75000,F,0,Partial College,Skilled Manual,1,1
26.6900,53,1968-09-16,99,2018-12-16,M,50001-75000,F,3,High School,Professional,0,2
2.7000,38,1983-12-09,99,2018-12-16,M,75001-100000,M,4,"Bachelors ",Management,1,1
2339.6800,46,1976-02-18,99,2018-12-16,M,greater than 100000,M,1,"Bachelors ",Management,1,3
11.0100,45,1976-08-16,99,2018-12-16,S,0-25000,F,1,"Bachelors ",Manual,1,0
19.2000,43,1978-06-02,99,2018-12-16,M,0-25000,F,4,Partial High School,Manual,1,2
29.9900,35,1987-03-19,99,2018-12-16,S,25001-50000,M,1,Graduate Degree,Skilled Manual,1,0
110.9700,44,1978-03-23,99,2018-12-16,M,75001-100000,M,4,Partial College,Professional,1,2
2330.0800,34,1987-06-03,99,2018-12-16,S,50001-75000,M,0,Partial College,Skilled Manual,1,2
11.9900,48,1973-10-05,99,2018-12-16,M,50001-75000,F,5,Graduate Degree,Professional,1,2
61.0000,32,1989-05-15,99,2018-12-16,M,75001-100000,M,0,"Bachelors ",Professional,1,3
559.1900,37,1984-09-27,99,2018-12-16,M,25001-50000,M,2,"Bachelors ",Skilled Manual,1,0
1066.5000,48,1973-06-09,99,2018-12-16,S,50001-75000,M,1,"Bachelors ",Professional,1,1
30.0000,57,1964-05-27,99,2018-12-16,S,75001-100000,M,5,High School,Management,1,3
9.9900,49,1972-04-12,99,2018-12-16,S,25001-50000,F,2,High School,Skilled Manual,0,2
20.0100,62,1960-02-16,99,2018-12-16,M,50001-75000,M,4,"Bachelors ",Management,0,2
17.3900,45,1976-04-06,99,2018-12-16,M,75001-100000,M,4,High School,Professional,1,2
30.0000,58,1963-09-11,99,2018-12-16,M,greater than 100000,M,4,High School,Management,1,3
26.6900,62,1959-04-28,99,2018-12-16,M,75001-100000,M,5,"Bachelors ",Management,1,2
3.9900,63,1959-03-05,99,2018-12-16,M,75001-100000,M,5,"Bachelors ",Management,1,2
16.5300,53,1969-02-14,99,2018-12-16,M,0-25000,M,3,Partial High School,Manual,0,2
59.9500,64,1957-06-15,99,2018-12-16,M,greater than 100000,M,2,Graduate Degree,Management,1,3
4696.0400,44,1977-06-09,99,2018-12-16,S,75001-100000,M,5,Partial College,Professional,1,3
4.9900,40,1981-07-04,99,2018-12-16,S,75001-100000,F,0,"Bachelors ",Professional,0,1
69.9900,44,1977-12-16,99,2018-12-16,S,75001-100000,M,5,Partial College,Professional,1,2
26.6900,33,1989-01-05,99,2018-12-16,M,25001-50000,M,0,Partial College,Skilled Manual,1,1
707.3600,61,1961-02-21,99,2018-12-15,S,25001-50000,F,2,Partial College,Clerical,0,2
36.6900,39,1982-09-10,99,2018-12-15,M,50001-75000,M,5,"Bachelors ",Professional,0,3
32.7100,52,1969-08-03,99,2018-12-15,S,25001-50000,M,3,Partial High School,Clerical,0,2
30.0000,50,1971-05-03,99,2018-12-15,M,greater than 100000,M,2,Partial College,Professional,1,4
46.5100,29,1993-01-15,99,2018-12-15,S,25001-50000,F,3,Partial College,Clerical,1,2
25.0000,62,1959-08-26,99,2018-12-15,M,greater than 100000,F,3,"Bachelors ",Management,1,4
74.7800,62,1959-05-09,99,2018-12-15,M,50001-75000,F,4,"Bachelors ",Management,1,2
4.9900,50,1971-09-26,99,2018-12-15,M,25001-50000,M,1,Partial College,Clerical,1,1
1205.8600,44,1977-07-08,99,2018-12-15,M,25001-50000,M,4,Graduate Degree,Clerical,1,0
4.0000,51,1971-03-08,99,2018-12-15,M,50001-75000,M,2,High School,Professional,0,2
119.2600,47,1974-06-24,99,2018-12-15,M,50001-75000,M,4,Graduate Degree,Skilled Manual,0,0
733.3600,31,1991-02-02,99,2018-12-15,S,25001-50000,M,0,Partial College,Clerical,1,1
1700.9900,44,1977-11-27,99,2018-12-15,M,25001-50000,M,1,"Bachelors ",Skilled Manual,1,1
35.0000,28,1993-10-06,99,2018-12-15,S,0-25000,F,5,High School,Manual,1,4
24.9900,38,1984-03-22,99,2018-12-15,M,50001-75000,F,5,Graduate Degree,Professional,1,2
20.0000,54,1967-06-11,99,2018-12-15,M,75001-100000,F,4,High School,Professional,1,2
591.4700,37,1985-03-04,99,2018-12-15,S,0-25000,F,0,Partial College,Manual,0,1
27.7000,41,1980-04-12,99,2018-12-15,M,50001-75000,M,3,"Bachelors ",Professional,1,1
21.4900,62,1959-08-08,99,2018-12-15,S,greater than 100000,M,3,"Bachelors ",Management,0,4
2.7000,40,1982-03-02,99,2018-12-15,S,greater than 100000,F,0,Graduate Degree,Management,1,0
21.4900,50,1971-08-04,99,2018-12-15,M,25001-50000,F,2,High School,Skilled Manual,1,2
1711.4900,35,1986-09-22,99,2018-12-15,M,50001-75000,M,1,Graduate Degree,Skilled Manual,1,0
32.6000,58,1963-12-12,99,2018-12-15,M,25001-50000,M,4,High School,Professional,1,2
22.7000,62,1959-10-08,99,2018-12-15,M,25001-50000,M,5,Partial High School,Clerical,0,2
8.9900,50,1971-07-16,99,2018-12-15,S,25001-50000,M,2,High School,Skilled Manual,1,2
2.7000,36,1986-03-07,99,2018-12-15,S,25001-50000,F,2,Partial College,Clerical,0,1
0.0100,56,1965-06-08,99,2018-12-15,M,25001-50000,M,2,Partial High School,Skilled Manual,1,2
1066.5000,33,1988-11-03,99,2018-12-15,M,50001-75000,M,0,Partial College,Skilled Manual,0,1
14.0300,47,1974-05-05,99,2018-12-15,M,50001-75000,M,4,Graduate Degree,Skilled Manual,1,0
63.4900,60,1961-07-18,99,2018-12-15,M,50001-75000,M,4,"Bachelors ",Management,0,2
17.4000,60,1961-06-09,99,2018-12-15,S,75001-100000,M,5,Partial College,Professional,1,2
8.9900,32,1990-01-24,99,2018-12-15,S,25001-50000,F,0,Partial College,Clerical,1,1
539.9900,50,1971-10-27,99,2018-12-15,M,25001-50000,M,2,High School,Skilled Manual,0,2
73.1800,52,1969-10-03,99,2018-12-15,M,0-25000,M,2,Partial College,Manual,1,1
539.9900,46,1975-11-20,99,2018-12-15,S,50001-75000,F,1,Partial College,Skilled Manual,1,1
20.0000,60,1961-10-19,99,2018-12-15,M,50001-75000,M,4,"Bachelors ",Management,1,2
552.9800,53,1968-08-12,99,2018-12-15,M,25001-50000,F,1,"Bachelors ",Skilled Manual,1,1
22.7000,35,1986-07-05,99,2018-12-15,M,25001-50000,F,1,Graduate Degree,Skilled Manual,1,0
0.6700,33,1988-04-25,99,2018-12-15,S,25001-50000,M,0,High School,Manual,0,1
30.0000,28,1994-01-23,99,2018-12-15,S,25001-50000,M,0,Partial High School,Clerical,1,2
0.0100,32,1989-10-20,99,2018-12-15,S,25001-50000,M,3,Partial College,Clerical,1,2
7.9500,51,1971-01-07,99,2018-12-15,M,0-25000,F,3,Partial High School,Clerical,0,2
4.9900,27,1994-05-12,99,2018-12-15,S,25001-50000,F,3,Partial College,Clerical,0,1
31.9700,39,1982-08-28,99,2018-12-15,M,greater than 100000,F,0,"Bachelors ",Management,0,1
30.0000,45,1976-05-08,99,2018-12-15,M,0-25000,F,1,"Bachelors ",Manual,1,0
21.9700,42,1979-05-12,99,2018-12-15,M,50001-75000,M,3,"Bachelors ",Professional,1,2
115.0100,71,1950-05-06,99,2018-12-15,S,25001-50000,F,2,Graduate Degree,Management,1,2
1085.5000,47,1975-03-17,99,2018-12-15,S,0-25000,F,1,Partial College,Manual,0,0
28.3200,58,1963-08-21,99,2018-12-15,M,greater than 100000,M,5,High School,Management,1,4
4.9900,41,1980-11-16,99,2018-12-15,S,0-25000,F,4,Partial High School,Manual,0,2
1666.0000,36,1986-02-04,99,2018-12-15,M,50001-75000,F,1,Graduate Degree,Skilled Manual,1,0
531.0000,37,1984-04-04,99,2018-12-15,M,50001-75000,F,1,Graduate Degree,Professional,1,0
49.0000,43,1978-04-11,99,2018-12-15,S,50001-75000,F,0,"Bachelors ",Professional,0,1
1066.5000,47,1974-09-15,99,2018-12-15,S,50001-75000,F,4,"Bachelors ",Professional,1,0
1084.4800,52,1969-10-22,99,2018-12-14,M,50001-75000,F,2,Partial High School,Skilled Manual,0,2
531.0000,39,1982-10-19,99,2018-12-14,S,0-25000,F,3,Partial High School,Manual,1,1
559.1900,35,1987-03-26,99,2018-12-14,M,25001-50000,F,1,"Bachelors ",Skilled Manual,1,0
2456.3400,59,1962-10-24,99,2018-12-14,M,greater than 100000,F,5,Partial High School,Professional,0,4
5.0100,39,1982-11-25,99,2018-12-14,M,25001-50000,F,1,"Bachelors ",Clerical,1,1
4.9900,59,1963-02-24,99,2018-12-14,M,greater than 100000,F,4,High School,Management,1,4
1.6000,29,1992-11-13,99,2018-12-14,M,25001-50000,M,0,High School,Skilled Manual,0,2
1666.0000,46,1975-07-17,99,2018-12-14,M,50001-75000,M,1,Partial College,Skilled Manual,1,1
11.9900,49,1972-05-12,99,2018-12-14,S,75001-100000,F,2,Partial High School,Skilled Manual,0,2
0.0100,30,1991-08-29,99,2018-12-14,S,50001-75000,F,0,Partial College,Skilled Manual,0,2
98.0200,68,1953-06-15,99,2018-12-14,M,greater than 100000,F,2,Graduate Degree,Management,1,3
61.0000,59,1962-09-04,99,2018-12-14,M,50001-75000,F,2,Partial College,Professional,1,1
1079.4800,70,1951-08-20,99,2018-12-14,M,50001-75000,F,4,Graduate Degree,Management,0,2
20.0100,32,1989-11-02,99,2018-12-14,S,25001-50000,M,0,Partial College,Clerical,0,1
2410.7500,49,1972-10-21,99,2018-12-14,M,greater than 100000,M,2,Partial College,Professional,1,2
29.9900,61,1960-06-11,99,2018-12-14,S,0-25000,F,5,Partial High School,Clerical,1,3
1085.5000,45,1976-06-16,99,2018-12-14,M,50001-75000,M,1,Partial College,Skilled Manual,1,1
518.9800,29,1992-07-25,99,2018-12-14,S,25001-50000,F,0,Partial College,Clerical,0,1
766.3500,28,1993-08-15,99,2018-12-14,S,25001-50000,F,3,Partial College,Clerical,0,4
565.9900,49,1973-02-15,99,2018-12-14,S,0-25000,M,2,Partial College,Manual,0,1
29.9900,45,1976-11-17,99,2018-12-14,M,greater than 100000,F,1,Partial College,Professional,1,4
2363.0600,36,1985-08-28,99,2018-12-14,M,25001-50000,F,0,"Bachelors ",Clerical,1,0
28.0100,52,1969-10-04,99,2018-12-14,S,50001-75000,M,2,Partial High School,Skilled Manual,0,2
33.0100,69,1952-05-09,99,2018-12-14,M,25001-50000,M,2,"Bachelors ",Management,1,2
21.4900,73,1948-12-03,99,2018-12-14,S,0-25000,F,4,High School,Manual,0,2
27.6900,65,1956-05-19,99,2018-12-14,M,25001-50000,F,2,"Bachelors ",Management,1,2
102.5700,41,1980-07-23,99,2018-12-14,M,75001-100000,M,3,"Bachelors ",Skilled Manual,1,1
2.7000,36,1986-03-24,99,2018-12-14,M,50001-75000,M,1,Graduate Degree,Skilled Manual,1,0
4.9900,52,1969-05-13,99,2018-12-14,M,75001-100000,M,2,Partial High School,Skilled Manual,1,2
1114.4800,49,1973-02-08,99,2018-12-14,S,50001-75000,M,3,"Bachelors ",Professional,0,0
1124.4900,48,1973-04-25,99,2018-12-14,M,50001-75000,M,1,"Bachelors ",Professional,1,1
21.4900,57,1964-10-04,99,2018-12-14,M,0-25000,M,2,High School,Skilled Manual,1,2
2.7000,43,1978-06-11,99,2018-12-14,S,0-25000,M,3,High School,Manual,1,2
6.4800,32,1990-03-14,99,2018-12-14,S,50001-75000,M,0,"Bachelors ",Professional,1,4
50.4900,42,1980-03-24,99,2018-12-14,M,75001-100000,M,3,"Bachelors ",Skilled Manual,1,2
24.3200,46,1975-11-11,99,2018-12-14,M,greater than 100000,F,3,Partial College,Professional,0,4
21.4900,42,1979-07-19,99,2018-12-13,S,50001-75000,F,4,"Bachelors ",Professional,1,2
19.6900,34,1987-07-12,99,2018-12-13,M,50001-75000,F,1,Graduate Degree,Skilled Manual,1,0
2363.0600,37,1985-02-25,99,2018-12-13,S,50001-75000,M,4,Graduate Degree,Professional,0,0
515.5000,41,1981-03-15,99,2018-12-13,S,greater than 100000,M,0,"Bachelors ",Management,1,2
1085.5000,33,1988-04-25,99,2018-12-13,S,25001-50000,F,0,High School,Manual,0,1
6.0100,50,1971-10-17,99,2018-12-13,M,50001-75000,M,1,Partial College,Skilled Manual,1,1
0.0100,40,1982-01-06,99,2018-12-13,M,50001-75000,M,5,"Bachelors ",Professional,1,4
3.0200,37,1984-10-21,99,2018-12-13,M,50001-75000,M,5,Graduate Degree,Professional,0,2
1.7000,28,1993-11-13,99,2018-12-13,M,25001-50000,M,4,Partial College,Clerical,1,0
0.0100,47,1974-05-05,99,2018-12-13,M,50001-75000,M,4,Graduate Degree,Skilled Manual,1,0
21.4900,41,1980-09-16,99,2018-12-13,M,25001-50000,M,2,Partial College,Clerical,1,2
21.4900,59,1962-11-21,99,2018-12-13,M,0-25000,M,4,High School,Skilled Manual,1,2
1666.0000,42,1979-07-22,99,2018-12-13,S,50001-75000,F,5,"Bachelors ",Skilled Manual,1,3
543.9900,47,1975-03-17,99,2018-12-13,S,25001-50000,F,3,Graduate Degree,Clerical,0,0
1085.5000,38,1983-06-02,99,2018-12-13,M,25001-50000,F,0,Graduate Degree,Clerical,1,0
2397.0600,35,1986-05-25,99,2018-12-13,S,25001-50000,M,0,High School,Manual,1,1
5.0000,43,1978-07-21,99,2018-12-13,S,50001-75000,M,0,"Bachelors ",Professional,0,1
1.7000,26,1995-11-06,99,2018-12-13,S,0-25000,M,0,Partial High School,Manual,1,2
29.9900,32,1989-07-01,99,2018-12-13,S,50001-75000,F,0,"Bachelors ",Professional,0,3
32.6900,36,1985-09-18,99,2018-12-13,S,0-25000,M,0,Partial College,Manual,0,1
109.4500,27,1994-08-20,99,2018-12-13,S,25001-50000,M,0,Partial High School,Clerical,0,2
5.0000,47,1975-01-07,99,2018-12-13,M,50001-75000,M,1,Partial College,Skilled Manual,1,1
60.9800,36,1985-05-25,99,2018-12-13,S,25001-50000,M,2,Partial College,Clerical,1,1
29.3100,26,1995-05-20,99,2018-12-13,S,25001-50000,M,0,High School,Skilled Manual,1,2
35.0000,47,1974-04-07,99,2018-12-13,M,greater than 100000,F,1,"Bachelors ",Management,1,4
30.0000,80,1941-07-16,99,2018-12-13,S,25001-50000,M,1,"Bachelors ",Professional,0,1
1120.4900,43,1978-10-02,99,2018-12-13,M,25001-50000,M,1,"Bachelors ",Skilled Manual,1,0
539.9900,43,1978-08-16,99,2018-12-13,M,25001-50000,F,1,"Bachelors ",Skilled Manual,1,0
44.0100,31,1990-10-22,99,2018-12-13,S,0-25000,F,0,Partial High School,Manual,0,1
24.0000,51,1970-07-08,99,2018-12-13,S,0-25000,M,3,Partial High School,Clerical,0,2
34.3300,68,1953-08-06,99,2018-12-13,M,75001-100000,F,2,Graduate Degree,Management,1,3
29.0100,43,1978-12-28,99,2018-12-13,S,75001-100000,F,4,Partial College,Professional,1,2
0.0100,61,1960-04-08,99,2018-12-13,S,75001-100000,M,2,"Bachelors ",Management,1,4
543.9900,39,1982-06-08,99,2018-12-13,S,25001-50000,F,2,"Bachelors ",Skilled Manual,0,1
49.0000,45,1976-05-26,99,2018-12-13,M,50001-75000,M,5,Partial College,Skilled Manual,1,3
5.0100,57,1965-03-12,99,2018-12-13,M,25001-50000,F,4,Partial College,Professional,1,2
1225.4600,42,1979-10-14,99,2018-12-13,M,25001-50000,F,1,"Bachelors ",Skilled Manual,1,0
4.9900,61,1960-09-02,99,2018-12-13,M,75001-100000,M,5,Partial College,Professional,1,2
30.0000,52,1969-08-19,99,2018-12-13,S,75001-100000,F,2,Partial High School,Skilled Manual,0,2
45.4900,39,1982-09-25,99,2018-12-13,M,75001-100000,M,4,"Bachelors ",Professional,1,0
30.0000,41,1980-06-02,99,2018-12-13,S,75001-100000,F,5,"Bachelors ",Professional,1,4
768.3500,36,1985-11-11,99,2018-12-13,M,25001-50000,M,0,"Bachelors ",Clerical,1,0
9.5100,26,1995-05-27,99,2018-12-13,M,0-25000,M,0,Partial High School,Manual,1,2
543.9900,37,1985-01-16,99,2018-12-13,S,0-25000,M,2,High School,Manual,1,0
15.4900,55,1966-05-23,99,2018-12-12,M,50001-75000,F,4,Partial College,Professional,1,1
2375.0800,34,1987-09-05,99,2018-12-12,S,75001-100000,M,0,"Bachelors ",Management,0,1
2389.0600,28,1993-04-16,99,2018-12-12,S,25001-50000,F,0,High School,Skilled Manual,0,2
24.9900,47,1975-03-13,99,2018-12-12,S,0-25000,M,1,High School,Manual,0,1
26.6900,45,1976-08-22,99,2018-12-12,M,50001-75000,F,5,Partial College,Skilled Manual,1,2
19.9800,59,1962-10-26,99,2018-12-12,M,75001-100000,F,5,Partial High School,Skilled Manual,0,2
5.0000,41,1980-09-26,99,2018-12-12,M,greater than 100000,M,2,"Bachelors ",Management,1,3
575.9700,50,1972-03-03,99,2018-12-12,M,75001-100000,F,2,Partial College,Professional,1,1
10.0100,40,1981-11-14,99,2018-12-12,S,50001-75000,F,0,Graduate Degree,Professional,0,0
15.0200,60,1962-02-21,99,2018-12-12,M,greater than 100000,F,5,Partial High School,Professional,0,4
16.9900,39,1982-07-17,99,2018-12-12,M,0-25000,M,1,Partial College,Manual,1,1
21.5900,61,1961-03-08,99,2018-12-12,M,75001-100000,F,5,Partial College,Professional,0,2
4.9900,56,1965-05-10,99,2018-12-12,M,50001-75000,M,2,Partial College,Professional,1,1
0.0100,39,1982-04-08,99,2018-12-12,S,25001-50000,M,0,"Bachelors ",Professional,0,1
569.9900,47,1974-07-21,99,2018-12-12,M,50001-75000,M,1,Graduate Degree,Professional,1,1
1120.4900,39,1982-06-15,99,2018-12-12,S,50001-75000,F,0,Graduate Degree,Professional,0,1
35.0000,53,1968-06-05,99,2018-12-12,M,25001-50000,F,1,"Bachelors ",Skilled Manual,1,1
559.1900,29,1992-08-24,99,2018-12-12,S,50001-75000,F,0,Partial College,Skilled Manual,0,2
4.9900,29,1992-12-24,99,2018-12-12,M,25001-50000,F,0,High School,Skilled Manual,1,2
2281.9800,49,1973-03-09,99,2018-12-12,S,50001-75000,M,4,Graduate Degree,Skilled Manual,1,0
1179.8600,37,1984-10-04,99,2018-12-12,S,50001-75000,M,2,"Bachelors ",Skilled Manual,1,0
1085.5000,35,1986-10-03,99,2018-12-12,M,50001-75000,F,1,Graduate Degree,Skilled Manual,1,0
0.0100,44,1977-08-08,99,2018-12-12,M,0-25000,F,1,Graduate Degree,Manual,1,0
30.0000,41,1980-09-01,99,2018-12-12,S,75001-100000,F,3,"Bachelors ",Skilled Manual,1,1
498.9800,37,1984-05-04,99,2018-12-12,M,25001-50000,F,2,"Bachelors ",Skilled Manual,1,0
1.7000,50,1972-02-25,99,2018-12-12,S,0-25000,M,2,Partial College,Manual,1,0
539.9900,51,1970-10-17,99,2018-12-12,M,greater than 100000,F,3,High School,Professional,1,2
2349.0800,41,1981-03-22,99,2018-12-12,S,50001-75000,M,4,Graduate Degree,Professional,1,0
113.9700,43,1978-11-20,99,2018-12-12,S,25001-50000,M,2,Partial College,Clerical,1,2
1676.0000,48,1973-04-26,99,2018-12-12,M,50001-75000,F,1,"Bachelors ",Professional,1,1
27.6900,47,1975-01-14,99,2018-12-12,M,0-25000,F,1,Partial College,Manual,1,0
9.5100,44,1978-03-03,99,2018-12-12,S,0-25000,M,3,High School,Manual,1,2
1666.0000,57,1964-04-22,99,2018-12-12,M,50001-75000,M,2,Partial College,Professional,1,2
20.3600,38,1984-03-27,99,2018-12-12,M,50001-75000,M,1,Graduate Degree,Professional,1,0
1085.9700,47,1975-03-09,99,2018-12-12,M,25001-50000,F,3,"Bachelors ",Clerical,0,0
30.0000,56,1965-10-19,99,2018-12-12,M,25001-50000,M,2,Partial High School,Skilled Manual,1,2
564.9900,71,1950-09-09,99,2018-12-12,M,75001-100000,F,4,Graduate Degree,Management,1,2
2334.0200,45,1976-08-10,99,2018-12-12,M,greater than 100000,F,3,"Bachelors ",Management,1,3
2384.0700,38,1983-10-18,99,2018-12-11,S,50001-75000,F,2,"Bachelors ",Skilled Manual,0,1
