TotalPurchase,DateFirstPurchase,BirthDate,MaritalStatus,YearlyIncome,Gender,TotalChildren,Education,Occupation,HomeOwnerFlag,NumberCarsOwned
1075.49,00:00.0,00:00.0,S,25001-50000,M,0,Partial College,Skilled Manual,0,1
22.7,00:00.0,00:00.0,S,50001-75000,M,2,Partial College,Professional,1,2
24,00:00.0,00:00.0,S,75001-100000,M,0,Graduate Degree,Skilled Manual,0,0
1331.515,00:00.0,00:00.0,M,75001-100000,M,4,Partial College,Professional,1,4
2443.35,00:00.0,00:00.0,S,0-25000,M,2,High School,Manual,1,1
69.99,00:00.0,00:00.0,M,50001-75000,M,3,Graduate Degree,Management,1,2
751.2964,00:00.0,00:00.0,S,50001-75000,M,1,Graduate Degree,Skilled Manual,0,0
1681.99,00:00.0,00:00.0,M,50001-75000,M,1,Partial College,Skilled Manual,0,1
2259.99,00:00.0,00:00.0,M,50001-75000,M,2,Partial College,Professional,1,1
2323.98,00:00.0,00:00.0,M,50001-75000,M,4,Graduate Degree,Management,1,2
6.01,00:00.0,00:00.0,S,50001-75000,M,0,Partial College,Skilled Manual,1,2
17.39,00:00.0,00:00.0,M,25001-50000,F,3,Partial College,Professional,1,2
530.4818,00:00.0,00:00.0,M,0-25000,M,2,Partial High School,Clerical,1,2
551.9775,00:00.0,00:00.0,S,25001-50000,M,0,Partial College,Clerical,0,1
22.03,00:00.0,00:00.0,M,50001-75000,M,2,High School,Professional,1,2
19.2,00:00.0,00:00.0,M,greater than 100000,M,4,Partial College,Professional,0,3
4.99,00:00.0,00:00.0,S,0-25000,M,0,Partial High School,Manual,1,2
24.99,00:00.0,00:00.0,S,25001-50000,M,0,Partial College,Skilled Manual,0,2
30,00:00.0,00:00.0,S,25001-50000,M,0,Graduate Degree,Skilled Manual,0,0
11.01,00:00.0,00:00.0,S,0-25000,M,5,High School,Skilled Manual,1,2
1454.1164,00:00.0,00:00.0,S,0-25000,M,0,Partial College,Manual,0,1
27.7,00:00.0,00:00.0,S,greater than 100000,M,2,Partial College,Professional,0,0
37.7,00:00.0,00:00.0,S,50001-75000,M,1,Bachelors ,Professional,1,1
1.01,00:00.0,00:00.0,M,25001-50000,M,1,Graduate Degree,Skilled Manual,1,0
19.99,00:00.0,00:00.0,M,25001-50000,M,4,High School,Professional,1,2
5,00:00.0,00:00.0,M,50001-75000,M,2,Partial College,Professional,1,1
540,00:00.0,00:00.0,M,75001-100000,M,2,Bachelors ,Management,1,1
1174.77,00:00.0,00:00.0,S,75001-100000,M,3,High School,Professional,1,2
27.6,00:00.0,00:00.0,S,0-25000,M,0,High School,Manual,0,1
12.99,00:00.0,00:00.0,S,25001-50000,M,0,Bachelors ,Professional,0,1
2321.9904,00:00.0,00:00.0,M,greater than 100000,M,3,Graduate Degree,Management,0,4
21.98,00:00.0,00:00.0,M,50001-75000,M,2,Bachelors ,Management,1,0
178.415,00:00.0,00:00.0,S,50001-75000,M,4,Bachelors ,Management,1,2
2049.0964,00:00.0,00:00.0,M,25001-50000,M,2,Partial College,Clerical,1,1
2.96,00:00.0,00:00.0,M,75001-100000,M,2,Partial College,Professional,1,1
659.83,00:00.0,00:00.0,M,25001-50000,F,1,Bachelors ,Skilled Manual,1,0
2310,00:00.0,00:00.0,M,75001-100000,M,4,High School,Management,0,3
172.905,00:00.0,00:00.0,M,25001-50000,M,1,Partial College,Clerical,1,1
41.52,00:00.0,00:00.0,M,50001-75000,M,0,Bachelors ,Professional,1,4
1175.47,00:00.0,00:00.0,S,25001-50000,M,2,Bachelors ,Skilled Manual,1,0
14.49,00:00.0,00:00.0,M,0-25000,M,2,Partial High School,Clerical,1,2
2363.06,00:00.0,00:00.0,M,25001-50000,M,0,Bachelors ,Clerical,0,0
1852.29,00:00.0,00:00.0,M,50001-75000,M,2,Bachelors ,Professional,1,1
2294.9882,00:00.0,00:00.0,M,75001-100000,M,1,Graduate Degree,Management,1,0
30.01,00:00.0,00:00.0,S,25001-50000,M,0,Partial High School,Clerical,0,2
1085.5,00:00.0,00:00.0,M,25001-50000,M,1,Bachelors ,Skilled Manual,1,0
4700.0575,00:00.0,00:00.0,M,greater than 100000,M,3,Partial High School,Professional,1,4
2523.34,00:00.0,00:00.0,S,50001-75000,M,4,Graduate Degree,Management,1,2
518.5,00:00.0,00:00.0,S,50001-75000,M,1,Bachelors ,Professional,0,1
41.69,00:00.0,00:00.0,M,50001-75000,M,4,Partial College,Professional,1,2
19.2,00:00.0,00:00.0,S,greater than 100000,M,3,High School,Professional,0,4
2049.0964,00:00.0,00:00.0,S,0-25000,F,5,Partial High School,Manual,1,2
4.99,00:00.0,00:00.0,M,75001-100000,M,2,Graduate Degree,Management,1,3
507.49,00:00.0,00:00.0,S,25001-50000,M,2,Partial College,Clerical,0,1
35.98,00:00.0,00:00.0,M,25001-50000,M,0,High School,Skilled Manual,0,2
1666.0004,00:00.0,00:00.0,M,0-25000,M,0,Bachelors ,Clerical,1,0
28.99,00:00.0,00:00.0,S,0-25000,M,2,High School,Manual,0,0
2477.65,00:00.0,00:00.0,S,75001-100000,M,4,Partial College,Professional,1,3
61,00:00.0,00:00.0,S,25001-50000,M,0,Partial College,Clerical,1,1
4.99,00:00.0,00:00.0,M,greater than 100000,M,3,Partial College,Professional,0,4
34.99,00:00.0,00:00.0,S,0-25000,M,2,High School,Manual,1,0
1.7,00:00.0,00:00.0,S,50001-75000,M,0,Partial College,Professional,0,2
8.99,00:00.0,00:00.0,M,0-25000,M,1,Bachelors ,Manual,1,0
1666.0018,00:00.0,00:00.0,M,0-25000,M,0,Bachelors ,Clerical,0,0
14.99,00:00.0,00:00.0,M,50001-75000,M,4,Bachelors ,Management,1,2
2049.0964,00:00.0,00:00.0,M,0-25000,M,2,Partial College,Manual,1,1
1.67,00:00.0,00:00.0,M,25001-50000,M,0,Graduate Degree,Skilled Manual,0,0
1085.5,00:00.0,00:00.0,S,50001-75000,M,0,Graduate Degree,Professional,1,0
28.61,00:00.0,00:00.0,S,greater than 100000,M,1,Bachelors ,Management,0,4
1700.99,00:00.0,00:00.0,S,50001-75000,M,2,High School,Professional,0,2
54.27,00:00.0,00:00.0,M,25001-50000,M,1,Partial College,Clerical,1,1
2435.4,00:00.0,00:00.0,S,50001-75000,M,0,Bachelors ,Professional,0,1
1.56,00:00.0,00:00.0,M,25001-50000,M,1,Bachelors ,Skilled Manual,1,1
53.99,00:00.0,00:00.0,S,25001-50000,M,2,Partial College,Clerical,0,2
31.69,00:00.0,00:00.0,M,greater than 100000,F,2,Partial College,Management,0,3
549.48,00:00.0,00:00.0,S,75001-100000,M,4,Partial College,Professional,1,3
62.98,00:00.0,00:00.0,M,75001-100000,M,4,Bachelors ,Management,1,1
22.03,00:00.0,00:00.0,M,25001-50000,M,2,High School,Professional,1,2
0.01,00:00.0,00:00.0,S,25001-50000,M,3,Partial College,Clerical,1,1
37.98,00:00.0,00:00.0,M,75001-100000,M,4,Bachelors ,Management,1,0
24.99,00:00.0,00:00.0,S,75001-100000,M,4,Partial College,Professional,1,2
34.3,00:00.0,00:00.0,S,50001-75000,M,4,Bachelors ,Management,1,2
12.99,00:00.0,00:00.0,M,greater than 100000,M,2,Bachelors ,Management,1,4
37.68,00:00.0,00:00.0,M,50001-75000,M,3,Graduate Degree,Management,1,2
69.99,00:00.0,00:00.0,M,50001-75000,M,2,High School,Professional,0,2
2294.99,00:00.0,00:00.0,M,25001-50000,M,1,Partial College,Clerical,1,1
34.99,00:00.0,00:00.0,M,75001-100000,M,5,Bachelors ,Professional,1,4
4,00:00.0,00:00.0,S,50001-75000,M,3,Bachelors ,Professional,0,2
28.5,00:00.0,00:00.0,S,0-25000,M,2,High School,Manual,1,0
49.99,00:00.0,00:00.0,S,greater than 100000,M,5,Graduate Degree,Professional,0,4
101.38,00:00.0,00:00.0,M,greater than 100000,M,2,Bachelors ,Management,1,4
761.54,00:00.0,00:00.0,S,50001-75000,M,0,Bachelors ,Professional,1,1
1741.99,00:00.0,00:00.0,S,25001-50000,M,0,Bachelors ,Professional,1,1
2298.01,00:00.0,00:00.0,M,50001-75000,M,1,Partial College,Skilled Manual,0,1
8.11,00:00.0,00:00.0,S,75001-100000,M,5,Bachelors ,Professional,1,4
30,00:00.0,00:00.0,S,75001-100000,M,5,Graduate Degree,Skilled Manual,0,0
543.99,00:00.0,00:00.0,S,greater than 100000,M,0,High School,Management,0,4
88.66,00:00.0,00:00.0,M,0-25000,F,2,Partial High School,Clerical,0,2
9.51,00:00.0,00:00.0,S,0-25000,M,3,High School,Manual,1,2
1143.19,00:00.0,00:00.0,M,50001-75000,M,2,High School,Professional,0,2
1205.86,00:00.0,00:00.0,M,25001-50000,M,4,Graduate Degree,Clerical,1,0
35,00:00.0,00:00.0,M,50001-75000,M,4,Bachelors ,Management,1,2
25.01,00:00.0,00:00.0,M,0-25000,M,4,High School,Skilled Manual,0,2
2349.08,00:00.0,00:00.0,S,50001-75000,M,0,Bachelors ,Professional,1,2
19.2,00:00.0,00:00.0,M,25001-50000,M,3,Partial College,Clerical,1,3
1134.92,00:00.0,00:00.0,S,greater than 100000,M,0,Partial High School,Professional,1,4
4.99,00:00.0,00:00.0,S,75001-100000,M,4,High School,Professional,0,2
2049.0964,00:00.0,00:00.0,M,50001-75000,M,0,Partial College,Skilled Manual,1,1
2281.98,00:00.0,00:00.0,S,50001-75000,M,0,Bachelors ,Professional,1,1
1666,00:00.0,00:00.0,S,0-25000,M,0,Partial College,Manual,1,1
60.98,00:00.0,00:00.0,S,0-25000,M,3,Partial High School,Manual,1,2
1726.49,00:00.0,00:00.0,M,25001-50000,M,1,Bachelors ,Skilled Manual,1,0
4.99,00:00.0,00:00.0,M,25001-50000,M,1,Partial College,Clerical,1,1
32.69,00:00.0,00:00.0,M,50001-75000,M,2,Partial High School,Skilled Manual,1,3
62.59,00:00.0,00:00.0,S,25001-50000,M,0,High School,Skilled Manual,1,2
123.97,00:00.0,00:00.0,M,25001-50000,M,2,Partial College,Clerical,0,2
3578.27,00:00.0,00:00.0,M,25001-50000,M,1,High School,Clerical,1,1
2306.47,00:00.0,00:00.0,M,25001-50000,M,0,High School,Skilled Manual,1,2
1208.3,00:00.0,00:00.0,S,25001-50000,M,2,Bachelors ,Skilled Manual,1,0
505,00:00.0,00:00.0,S,0-25000,M,1,High School,Manual,0,0
40.01,00:00.0,00:00.0,M,0-25000,M,1,Graduate Degree,Clerical,1,0
531,00:00.0,00:00.0,S,50001-75000,M,5,Bachelors ,Management,1,3
3008.3,00:00.0,00:00.0,S,25001-50000,M,4,Partial College,Clerical,1,1
55.48,00:00.0,00:00.0,M,75001-100000,M,5,Bachelors ,Professional,1,4
16,00:00.0,00:00.0,S,25001-50000,M,0,Partial College,Skilled Manual,1,1
7.03,00:00.0,00:00.0,M,50001-75000,M,2,Partial High School,Skilled Manual,1,2
9.99,00:00.0,00:00.0,M,50001-75000,M,2,Graduate Degree,Management,0,2
0.01,00:00.0,00:00.0,M,75001-100000,M,5,Partial College,Professional,1,3
8,00:00.0,00:00.0,M,0-25000,M,2,Partial High School,Clerical,1,2
34.99,00:00.0,00:00.0,S,0-25000,M,0,Partial High School,Manual,0,2
5.06,00:00.0,00:00.0,M,50001-75000,M,5,Bachelors ,Professional,1,1
1164.86,00:00.0,00:00.0,M,25001-50000,M,0,High School,Manual,0,1
719.5,00:00.0,00:00.0,S,25001-50000,F,0,Graduate Degree,Skilled Manual,0,0
3586.3,00:00.0,00:00.0,M,greater than 100000,F,2,Partial College,Professional,1,3
1674.99,00:00.0,00:00.0,M,50001-75000,M,2,Bachelors ,Management,1,0
1261.3,00:00.0,00:00.0,M,50001-75000,M,4,Partial College,Professional,1,2
1877.28,00:00.0,00:00.0,M,50001-75000,F,2,Bachelors ,Professional,1,1
13.01,00:00.0,00:00.0,M,50001-75000,M,2,High School,Professional,0,2
734.5,00:00.0,00:00.0,S,50001-75000,M,3,Partial College,Professional,1,2
505,00:00.0,00:00.0,S,greater than 100000,M,0,Graduate Degree,Management,0,3
490.47,00:00.0,00:00.0,S,greater than 100000,M,2,Bachelors ,Management,0,2
734.4,00:00.0,00:00.0,M,25001-50000,F,3,Bachelors ,Clerical,1,0
2384.07,00:00.0,00:00.0,M,75001-100000,M,2,Partial College,Professional,0,1
34.99,00:00.0,00:00.0,S,75001-100000,F,3,Partial College,Management,1,4
21,00:00.0,00:00.0,S,25001-50000,M,2,Bachelors ,Management,1,2
52.03,00:00.0,00:00.0,M,25001-50000,M,2,High School,Skilled Manual,1,2
0.01,00:00.0,00:00.0,S,50001-75000,M,2,Partial College,Professional,1,1
2181.565,00:00.0,00:00.0,S,50001-75000,M,0,Partial College,Skilled Manual,0,1
2410.07,00:00.0,00:00.0,S,25001-50000,F,0,Graduate Degree,Clerical,1,0
688.36,00:00.0,00:00.0,M,50001-75000,M,4,Bachelors ,Professional,1,2
4.99,00:00.0,00:00.0,M,25001-50000,M,1,Graduate Degree,Skilled Manual,1,0
946.98,00:00.0,00:00.0,M,25001-50000,F,1,Bachelors ,Skilled Manual,1,0
12.99,00:00.0,00:00.0,M,25001-50000,M,0,High School,Skilled Manual,1,2
122.67,00:00.0,00:00.0,M,75001-100000,M,4,Bachelors ,Management,1,1
2389.06,00:00.0,00:00.0,S,0-25000,M,3,High School,Manual,1,1
721.34,00:00.0,00:00.0,S,25001-50000,M,2,High School,Skilled Manual,1,2
21.98,00:00.0,00:00.0,M,50001-75000,F,1,Graduate Degree,Skilled Manual,1,0
45,00:00.0,00:00.0,S,50001-75000,M,1,Graduate Degree,Skilled Manual,1,0
15.01,00:00.0,00:00.0,S,50001-75000,M,2,Partial High School,Skilled Manual,0,2
3008.3,00:00.0,00:00.0,S,50001-75000,F,1,Bachelors ,Professional,1,1
49.99,00:00.0,00:00.0,M,0-25000,F,2,High School,Manual,0,1
61,00:00.0,00:00.0,S,25001-50000,M,0,High School,Skilled Manual,0,2
4692.07,00:00.0,00:00.0,M,greater than 100000,F,3,Bachelors ,Management,1,4
328.34,00:00.0,00:00.0,S,25001-50000,M,0,High School,Skilled Manual,0,2
23.56,00:00.0,00:00.0,M,50001-75000,M,4,Bachelors ,Professional,0,1
45,00:00.0,00:00.0,M,25001-50000,M,4,High School,Professional,1,2
1257.6264,00:00.0,00:00.0,M,50001-75000,F,1,Bachelors ,Professional,1,1
21.98,00:00.0,00:00.0,M,greater than 100000,F,1,Partial College,Professional,0,4
5.03,00:00.0,00:00.0,S,25001-50000,M,4,Graduate Degree,Clerical,1,0
270.8936,00:00.0,00:00.0,S,0-25000,F,1,Partial College,Manual,1,0
1.6,00:00.0,00:00.0,S,25001-50000,M,2,Partial High School,Clerical,0,1
2443.35,00:00.0,00:00.0,M,75001-100000,F,2,High School,Skilled Manual,1,2
30.01,00:00.0,00:00.0,S,25001-50000,M,0,Partial College,Skilled Manual,0,1
69.99,00:00.0,00:00.0,M,greater than 100000,M,2,Graduate Degree,Management,1,3
2320.99,00:00.0,00:00.0,S,25001-50000,F,0,Graduate Degree,Skilled Manual,0,0
35,00:00.0,00:00.0,M,greater than 100000,F,4,Partial College,Management,1,3
544.98,00:00.0,00:00.0,S,0-25000,F,2,High School,Manual,1,0
18.48,00:00.0,00:00.0,S,75001-100000,F,0,High School,Management,1,3
1261.3,00:00.0,00:00.0,S,greater than 100000,M,1,Bachelors ,Management,0,3
45.5,00:00.0,00:00.0,S,25001-50000,M,0,Partial High School,Clerical,0,2
1066.5,00:00.0,00:00.0,S,greater than 100000,F,0,Partial College,Management,1,3
32.6,00:00.0,00:00.0,M,25001-50000,F,1,Bachelors ,Skilled Manual,0,2
451.595,00:00.0,00:00.0,M,75001-100000,F,2,High School,Skilled Manual,1,2
2408.0704,00:00.0,00:00.0,S,75001-100000,M,3,Graduate Degree,Professional,0,0
30.01,00:00.0,00:00.0,M,25001-50000,M,1,Bachelors ,Skilled Manual,1,0
1641.575,00:00.0,00:00.0,M,0-25000,F,0,Bachelors ,Clerical,0,0
505,00:00.0,00:00.0,M,50001-75000,M,4,Bachelors ,Management,1,2
19.2,00:00.0,00:00.0,S,75001-100000,F,3,High School,Professional,0,1
22.7,00:00.0,00:00.0,S,50001-75000,M,5,Bachelors ,Professional,0,2
505,00:00.0,00:00.0,S,25001-50000,F,0,Partial College,Clerical,0,1
1655.9875,00:00.0,00:00.0,S,50001-75000,M,0,Bachelors ,Professional,0,1
6.01,00:00.0,00:00.0,M,25001-50000,F,2,Bachelors ,Management,1,1
39.48,00:00.0,00:00.0,M,50001-75000,M,5,Partial College,Skilled Manual,1,2
1120.49,00:00.0,00:00.0,S,25001-50000,M,1,Bachelors ,Clerical,1,0
366.48,00:00.0,00:00.0,S,25001-50000,F,4,Graduate Degree,Clerical,1,0
170.395,00:00.0,00:00.0,M,50001-75000,M,2,Partial College,Professional,1,1
1085.5025,00:00.0,00:00.0,M,50001-75000,F,1,Partial College,Skilled Manual,1,1
404.77,00:00.0,00:00.0,M,50001-75000,F,2,Partial College,Professional,1,1
26.69,00:00.0,00:00.0,M,25001-50000,M,1,Partial College,Clerical,1,1
21.98,00:00.0,00:00.0,M,0-25000,F,0,Partial College,Manual,1,1
1242.4592,00:00.0,00:00.0,M,25001-50000,F,2,Bachelors ,Management,1,2
53.98,00:00.0,00:00.0,M,0-25000,F,4,High School,Manual,1,2
47.09,00:00.0,00:00.0,M,25001-50000,M,3,Bachelors ,Skilled Manual,0,2
1.6,00:00.0,00:00.0,S,50001-75000,M,0,Partial College,Skilled Manual,0,2
540.5992,00:00.0,00:00.0,S,25001-50000,F,2,Bachelors ,Management,1,2
1124.49,00:00.0,00:00.0,M,25001-50000,F,1,Bachelors ,Skilled Manual,1,1
39.01,00:00.0,00:00.0,S,25001-50000,M,0,High School,Skilled Manual,0,2
1213.84,00:00.0,00:00.0,S,50001-75000,M,1,Graduate Degree,Professional,0,0
2315.98,00:00.0,00:00.0,S,75001-100000,F,2,Partial College,Skilled Manual,0,2
2397.0604,00:00.0,00:00.0,M,75001-100000,M,2,Graduate Degree,Management,1,4
543.99,00:00.0,00:00.0,S,75001-100000,M,1,Partial College,Professional,1,4
3533.83,00:00.0,00:00.0,M,25001-50000,F,1,Bachelors ,Skilled Manual,1,1
2181.565,00:00.0,00:00.0,M,0-25000,F,2,Partial High School,Clerical,1,2
2253.47,00:00.0,00:00.0,M,50001-75000,M,4,Graduate Degree,Professional,1,0
2.7,00:00.0,00:00.0,M,0-25000,M,2,Partial College,Manual,1,0
2.7,00:00.0,00:00.0,S,25001-50000,F,3,Partial High School,Clerical,1,2
195.955,00:00.0,00:00.0,M,50001-75000,M,4,Graduate Degree,Management,1,2
4750.0418,00:00.0,00:00.0,S,greater than 100000,F,0,Partial High School,Professional,1,4
531,00:00.0,00:00.0,M,50001-75000,F,0,Partial College,Professional,1,2
21,00:00.0,00:00.0,M,50001-75000,M,3,Graduate Degree,Management,1,2
1543.97,00:00.0,00:00.0,M,75001-100000,M,3,Graduate Degree,Professional,1,0
3525.3325,00:00.0,00:00.0,S,25001-50000,F,2,Partial College,Clerical,1,2
3532.5504,00:00.0,00:00.0,S,50001-75000,F,1,Partial College,Skilled Manual,0,1
61,00:00.0,00:00.0,M,25001-50000,M,0,High School,Skilled Manual,0,2
1251.31,00:00.0,00:00.0,S,25001-50000,F,1,Bachelors ,Clerical,0,0
17.68,00:00.0,00:00.0,M,75001-100000,M,5,Partial College,Professional,1,3
19.2,00:00.0,00:00.0,M,50001-75000,M,4,High School,Professional,1,0
8.99,00:00.0,00:00.0,S,25001-50000,F,3,Bachelors ,Clerical,1,0
1641.575,00:00.0,00:00.0,M,25001-50000,F,4,Graduate Degree,Clerical,1,0
15.49,00:00.0,00:00.0,M,75001-100000,M,4,Partial College,Professional,1,3
4,00:00.0,00:00.0,M,50001-75000,M,2,High School,Professional,1,2
2375.08,00:00.0,00:00.0,M,75001-100000,M,3,Partial College,Professional,1,1
20,00:00.0,00:00.0,M,0-25000,F,5,High School,Skilled Manual,1,2
6.01,00:00.0,00:00.0,S,0-25000,F,0,Partial High School,Manual,1,2
19.5,00:00.0,00:00.0,S,50001-75000,M,2,Partial High School,Skilled Manual,1,2
818.5508,00:00.0,00:00.0,M,25001-50000,F,0,Graduate Degree,Clerical,1,0
1120.49,00:00.0,00:00.0,M,50001-75000,M,1,Partial College,Skilled Manual,0,1
69.99,00:00.0,00:00.0,S,25001-50000,F,3,Partial College,Clerical,0,2
1878.36,00:00.0,00:00.0,M,25001-50000,M,1,Bachelors ,Skilled Manual,1,1
53.99,00:00.0,00:00.0,M,0-25000,F,0,High School,Manual,0,1
0.5,00:00.0,00:00.0,M,50001-75000,M,2,Partial College,Professional,1,2
6.01,00:00.0,00:00.0,M,50001-75000,M,1,Bachelors ,Professional,1,1
3561.31,00:00.0,00:00.0,S,25001-50000,F,1,Partial College,Clerical,0,1
27.69,00:00.0,00:00.0,M,0-25000,F,0,Partial College,Manual,0,1
2443.35,00:00.0,00:00.0,S,50001-75000,M,1,Graduate Degree,Professional,0,0
30,00:00.0,00:00.0,S,25001-50000,F,0,Graduate Degree,Skilled Manual,1,0
557.49,00:00.0,00:00.0,S,25001-50000,M,0,High School,Skilled Manual,0,2
1066.5004,00:00.0,00:00.0,M,50001-75000,M,1,Graduate Degree,Professional,1,0
43.97,00:00.0,00:00.0,S,75001-100000,F,2,High School,Skilled Manual,1,2
69.99,00:00.0,00:00.0,M,greater than 100000,M,1,High School,Professional,1,4
27.7,00:00.0,00:00.0,S,greater than 100000,F,2,Partial College,Professional,0,4
4,00:00.0,00:00.0,S,50001-75000,M,2,Bachelors ,Management,1,0
21,00:00.0,00:00.0,M,50001-75000,M,1,Graduate Degree,Professional,0,0
3513.8318,00:00.0,00:00.0,M,25001-50000,F,0,Bachelors ,Clerical,1,0
63.62,00:00.0,00:00.0,S,greater than 100000,F,0,Graduate Degree,Management,0,2
50,00:00.0,00:00.0,M,50001-75000,M,2,High School,Professional,0,2
2.96,00:00.0,00:00.0,M,75001-100000,F,1,Bachelors ,Professional,0,1
4,00:00.0,00:00.0,S,75001-100000,M,2,Graduate Degree,Management,1,3
34.99,00:00.0,00:00.0,S,25001-50000,F,0,Partial College,Clerical,0,1
1066.02,00:00.0,00:00.0,S,50001-75000,F,2,Bachelors ,Professional,0,1
563.18,00:00.0,00:00.0,S,25001-50000,F,2,Graduate Degree,Management,0,1
1.7,00:00.0,00:00.0,S,25001-50000,M,2,Partial College,Clerical,1,2
61,00:00.0,00:00.0,M,50001-75000,M,2,High School,Professional,1,2
1.02,00:00.0,00:00.0,M,75001-100000,F,5,Graduate Degree,Management,0,3
1651,00:00.0,00:00.0,S,50001-75000,M,0,Partial College,Skilled Manual,0,2
155.01,00:00.0,00:00.0,S,25001-50000,F,5,Partial College,Clerical,1,3
2.7,00:00.0,00:00.0,S,50001-75000,F,5,Partial College,Skilled Manual,1,2
92.72,00:00.0,00:00.0,M,0-25000,M,2,Partial High School,Clerical,0,2
21.49,00:00.0,00:00.0,M,75001-100000,F,4,Partial High School,Skilled Manual,1,4
25,00:00.0,00:00.0,M,50001-75000,F,3,Graduate Degree,Management,1,2
2388.07,00:00.0,00:00.0,M,75001-100000,M,0,Graduate Degree,Skilled Manual,1,0
24,00:00.0,00:00.0,M,75001-100000,F,0,High School,Management,0,2
545.98,00:00.0,00:00.0,S,25001-50000,M,0,Bachelors ,Professional,0,1
2329.32,00:00.0,00:00.0,M,50001-75000,M,5,Bachelors ,Management,1,2
27.69,00:00.0,00:00.0,M,25001-50000,M,2,High School,Skilled Manual,0,2
779.99,00:00.0,00:00.0,S,25001-50000,F,0,Bachelors ,Professional,0,1
72.67,00:00.0,00:00.0,M,50001-75000,F,1,Partial College,Skilled Manual,1,1
1329.0692,00:00.0,00:00.0,S,25001-50000,M,2,Bachelors ,Skilled Manual,0,1
1633.5,00:00.0,00:00.0,M,25001-50000,M,3,Graduate Degree,Clerical,1,0
518.98,00:00.0,00:00.0,S,50001-75000,F,1,Graduate Degree,Professional,0,0
4.99,00:00.0,00:00.0,S,greater than 100000,M,3,Bachelors ,Management,0,4
13.97,00:00.0,00:00.0,S,0-25000,F,0,Partial College,Manual,1,1
6408.04,00:00.0,00:00.0,M,greater than 100000,F,2,Partial College,Professional,1,2
539.99,00:00.0,00:00.0,M,0-25000,M,0,Partial College,Manual,1,1
564.9925,00:00.0,00:00.0,M,0-25000,M,1,Bachelors ,Clerical,1,0
2138.2775,00:00.0,00:00.0,M,50001-75000,M,4,Bachelors ,Management,1,2
97.94,00:00.0,00:00.0,M,50001-75000,M,0,Graduate Degree,Professional,1,1
699.0964,00:00.0,00:00.0,S,25001-50000,F,3,Partial College,Clerical,1,0
531,00:00.0,00:00.0,S,0-25000,F,5,Partial High School,Manual,0,1
6.54,00:00.0,00:00.0,M,75001-100000,M,5,Partial College,Professional,1,3
3578.27,00:00.0,00:00.0,M,50001-75000,M,1,Partial College,Skilled Manual,1,1
93.47,00:00.0,00:00.0,S,75001-100000,F,4,High School,Professional,1,2
22.7,00:00.0,00:00.0,S,greater than 100000,F,2,Bachelors ,Management,0,4
30,00:00.0,00:00.0,M,25001-50000,M,0,High School,Skilled Manual,1,2
8.99,00:00.0,00:00.0,M,75001-100000,M,2,Bachelors ,Management,1,3
2281.98,00:00.0,00:00.0,M,75001-100000,M,0,Bachelors ,Management,0,1
0.01,00:00.0,00:00.0,S,25001-50000,F,2,Partial College,Clerical,1,2
15.49,00:00.0,00:00.0,M,50001-75000,M,5,Partial College,Professional,1,3
499.98,00:00.0,00:00.0,M,25001-50000,F,1,Bachelors ,Clerical,1,1
1268.3,00:00.0,00:00.0,S,50001-75000,M,0,Partial College,Skilled Manual,0,1
0.01,00:00.0,00:00.0,M,25001-50000,M,0,High School,Skilled Manual,0,2
9.99,00:00.0,00:00.0,M,50001-75000,M,0,Partial College,Skilled Manual,1,2
20.01,00:00.0,00:00.0,M,50001-75000,F,2,Partial College,Professional,1,1
